GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014
0100000US,,United States,310M200US36500,36500,"United States - In metropolitan statistical area - Olympia-Tumwater, WA Metro Area","Olympia-Tumwater, WA Metro Area",252264,252264,253046,256481,258713,262561,265851
0100000US,,United States,310M200US36540,36540,"United States - In metropolitan statistical area - Omaha-Council Bluffs, NE-IA Metro Area","Omaha-Council Bluffs, NE-IA Metro Area",865350,865350,868113,876979,885707,895573,904421
0100000US,,United States,310M200US36740,36740,"United States - In metropolitan statistical area - Orlando-Kissimmee-Sanford, FL Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area",2134411,2134406,2139686,2176088,2225901,2271083,2321418
0100000US,,United States,310M200US36780,36780,"United States - In metropolitan statistical area - Oshkosh-Neenah, WI Metro Area","Oshkosh-Neenah, WI Metro Area",166994,166994,167004,167558,168634,169360,169511
0100000US,,United States,310M200US36980,36980,"United States - In metropolitan statistical area - Owensboro, KY Metro Area","Owensboro, KY Metro Area",114752,114755,114791,115361,115918,116399,116506
0100000US,,United States,310M200US37100,37100,"United States - In metropolitan statistical area - Oxnard-Thousand Oaks-Ventura, CA Metro Area","Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,823420,825353,830973,835476,840972,846178
0100000US,,United States,310M200US37340,37340,"United States - In metropolitan statistical area - Palm Bay-Melbourne-Titusville, FL Metro Area","Palm Bay-Melbourne-Titusville, FL Metro Area",543376,543378,544029,544431,547669,551440,556885
0100000US,,United States,310M200US37460,37460,"United States - In metropolitan statistical area - Panama City, FL Metro Area","Panama City, FL Metro Area",184715,184715,185111,185370,187664,190771,194929
0100000US,,United States,310M200US37620,37620,"United States - In metropolitan statistical area - Parkersburg-Vienna, WV Metro Area","Parkersburg-Vienna, WV Metro Area",92673,92673,92715,92587,92367,92275,92082
0100000US,,United States,310M200US37860,37860,"United States - In metropolitan statistical area - Pensacola-Ferry Pass-Brent, FL Metro Area","Pensacola-Ferry Pass-Brent, FL Metro Area",448991,448991,450980,455339,462612,468682,474081
0100000US,,United States,310M200US37900,37900,"United States - In metropolitan statistical area - Peoria, IL Metro Area","Peoria, IL Metro Area",379186,379186,378954,379677,380450,382079,380040
0100000US,,United States,310M200US37980,37980,"United States - In metropolitan statistical area - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5965343,5965368,5971276,5997083,6020925,6036228,6051170
0100000US,,United States,310M200US38060,38060,"United States - In metropolitan statistical area - Phoenix-Mesa-Scottsdale, AZ Metro Area","Phoenix-Mesa-Scottsdale, AZ Metro Area",4192887,4193127,4209347,4254149,4330974,4404129,4489109
0100000US,,United States,310M200US38220,38220,"United States - In metropolitan statistical area - Pine Bluff, AR Metro Area","Pine Bluff, AR Metro Area",100258,100258,100076,99001,97344,95689,94716
0100000US,,United States,310M200US38300,38300,"United States - In metropolitan statistical area - Pittsburgh, PA Metro Area","Pittsburgh, PA Metro Area",2356285,2356285,2356678,2359680,2361068,2360565,2355968
0100000US,,United States,310M200US38340,38340,"United States - In metropolitan statistical area - Pittsfield, MA Metro Area","Pittsfield, MA Metro Area",131219,131272,131310,130575,130230,129489,128715
0100000US,,United States,310M200US38540,38540,"United States - In metropolitan statistical area - Pocatello, ID Metro Area","Pocatello, ID Metro Area",82839,82839,83000,83562,83741,83322,83347
0100000US,,United States,310M200US38860,38860,"United States - In metropolitan statistical area - Portland-South Portland, ME Metro Area","Portland-South Portland, ME Metro Area",514098,514100,513807,515995,518219,520363,523552
0100000US,,United States,310M200US38900,38900,"United States - In metropolitan statistical area - Portland-Vancouver-Hillsboro, OR-WA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2226011,2232079,2260178,2288729,2314747,2348247
0100000US,,United States,310M200US38940,38940,"United States - In metropolitan statistical area - Port St. Lucie, FL Metro Area","Port St. Lucie, FL Metro Area",424107,424107,425246,428374,432405,437785,444420
0100000US,,United States,310M200US39140,39140,"United States - In metropolitan statistical area - Prescott, AZ Metro Area","Prescott, AZ Metro Area",211033,211015,210517,211185,212509,215389,218844
0100000US,,United States,310M200US39300,39300,"United States - In metropolitan statistical area - Providence-Warwick, RI-MA Metro Area","Providence-Warwick, RI-MA Metro Area",1600852,1601216,1602154,1601145,1603402,1605521,1609367
0100000US,,United States,310M200US39340,39340,"United States - In metropolitan statistical area - Provo-Orem, UT Metro Area","Provo-Orem, UT Metro Area",526810,526810,529830,540396,549930,562253,571460
0100000US,,United States,310M200US39380,39380,"United States - In metropolitan statistical area - Pueblo, CO Metro Area","Pueblo, CO Metro Area",159063,159063,159536,160213,160840,161320,161875
0100000US,,United States,310M200US39460,39460,"United States - In metropolitan statistical area - Punta Gorda, FL Metro Area","Punta Gorda, FL Metro Area",159978,159989,159927,159613,162792,164948,168474
0100000US,,United States,310M200US39540,39540,"United States - In metropolitan statistical area - Racine, WI Metro Area","Racine, WI Metro Area",195408,195428,195446,194979,194683,194922,195163
0100000US,,United States,310M200US39580,39580,"United States - In metropolitan statistical area - Raleigh, NC Metro Area","Raleigh, NC Metro Area",1130490,1130490,1137346,1163203,1189075,1215299,1242974
0100000US,,United States,310M200US39660,39660,"United States - In metropolitan statistical area - Rapid City, SD Metro Area","Rapid City, SD Metro Area",134598,134609,135052,136354,138791,141363,143638
0100000US,,United States,310M200US39740,39740,"United States - In metropolitan statistical area - Reading, PA Metro Area","Reading, PA Metro Area",411442,411587,411905,412580,413252,413652,413691
0100000US,,United States,310M200US39820,39820,"United States - In metropolitan statistical area - Redding, CA Metro Area","Redding, CA Metro Area",177223,177223,177286,177950,178421,179137,179804
0100000US,,United States,310M200US39900,39900,"United States - In metropolitan statistical area - Reno, NV Metro Area","Reno, NV Metro Area",425417,425437,426032,428858,433001,437713,443990
0100000US,,United States,310M200US40060,40060,"United States - In metropolitan statistical area - Richmond, VA Metro Area","Richmond, VA Metro Area",1208101,1208080,1210063,1219592,1233722,1246867,1260029
0100000US,,United States,310M200US40140,40140,"United States - In metropolitan statistical area - Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4224972,4244242,4302359,4348670,4390262,4441890
0100000US,,United States,310M200US40220,40220,"United States - In metropolitan statistical area - Roanoke, VA Metro Area","Roanoke, VA Metro Area",308707,308693,308781,309390,310710,312404,313388
0100000US,,United States,310M200US40340,40340,"United States - In metropolitan statistical area - Rochester, MN Metro Area","Rochester, MN Metro Area",206877,206877,207140,208556,209709,211838,212778
0100000US,,United States,310M200US40380,40380,"United States - In metropolitan statistical area - Rochester, NY Metro Area","Rochester, NY Metro Area",1079671,1079692,1080082,1082269,1083059,1084094,1083393
0100000US,,United States,310M200US40420,40420,"United States - In metropolitan statistical area - Rockford, IL Metro Area","Rockford, IL Metro Area",349431,349431,349295,347890,345803,344755,342411
0100000US,,United States,310M200US40580,40580,"United States - In metropolitan statistical area - Rocky Mount, NC Metro Area","Rocky Mount, NC Metro Area",152392,152388,152484,151845,151034,150114,149290
0100000US,,United States,310M200US40660,40660,"United States - In metropolitan statistical area - Rome, GA Metro Area","Rome, GA Metro Area",96317,96317,96393,96182,96066,96025,96063
0100000US,,United States,310M200US40900,40900,"United States - In metropolitan statistical area - Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149143,2154382,2175727,2195087,2217515,2244397
0100000US,,United States,310M200US40980,40980,"United States - In metropolitan statistical area - Saginaw, MI Metro Area","Saginaw, MI Metro Area",200169,200169,199882,198815,198268,196660,195012
0100000US,,United States,310M200US41060,41060,"United States - In metropolitan statistical area - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",189093,189093,189188,190072,190513,191348,192418
0100000US,,United States,310M200US41100,41100,"United States - In metropolitan statistical area - St. George, UT Metro Area","St. George, UT Metro Area",138115,138115,138406,141502,144643,147719,151948
0100000US,,United States,310M200US41140,41140,"United States - In metropolitan statistical area - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",127329,127329,127278,127747,127950,127779,127431
0100000US,,United States,310M200US41180,41180,"United States - In metropolitan statistical area - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",2787701,2787747,2789886,2793725,2797281,2801587,2806207
0100000US,,United States,310M200US41420,41420,"United States - In metropolitan statistical area - Salem, OR Metro Area","Salem, OR Metro Area",390738,390738,391487,393863,396339,398846,404026
0100000US,,United States,310M200US41500,41500,"United States - In metropolitan statistical area - Salinas, CA Metro Area","Salinas, CA Metro Area",415057,415057,416364,421393,426411,429123,431344
0100000US,,United States,310M200US41540,41540,"United States - In metropolitan statistical area - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",373802,373769,374762,378111,381407,385140,389922
0100000US,,United States,310M200US41620,41620,"United States - In metropolitan statistical area - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",1087873,1087873,1091432,1107634,1124222,1141584,1153340
0100000US,,United States,310M200US41660,41660,"United States - In metropolitan statistical area - San Angelo, TX Metro Area","San Angelo, TX Metro Area",111823,111823,112283,113429,115097,116564,118182
0100000US,,United States,310M200US41700,41700,"United States - In metropolitan statistical area - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142518,2153255,2194231,2237771,2282201,2328652
0100000US,,United States,310M200US41740,41740,"United States - In metropolitan statistical area - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095308,3104543,3141768,3183413,3222558,3263431
0100000US,,United States,310M200US41860,41860,"United States - In metropolitan statistical area - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335560,4345179,4400182,4462179,4529654,4594060
0100000US,,United States,310M200US41940,41940,"United States - In metropolitan statistical area - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836941,1842462,1870279,1897969,1928701,1952872
0100000US,,United States,310M200US42020,42020,"United States - In metropolitan statistical area - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269593,269860,271165,274528,276284,279083
0100000US,,United States,310M200US42100,42100,"United States - In metropolitan statistical area - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262362,263213,264923,266632,269444,271804
0100000US,,United States,310M200US42140,42140,"United States - In metropolitan statistical area - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144171,144503,145447,146385,147306,148164
0100000US,,United States,310M200US42200,42200,"United States - In metropolitan statistical area - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423939,424331,425974,430728,436076,440668
0100000US,,United States,310M200US42220,42220,"United States - In metropolitan statistical area - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483880,484666,487722,490838,495432,500292
0100000US,,United States,310M200US42340,42340,"United States - In metropolitan statistical area - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347621,348843,355913,362293,366049,372708
0100000US,,United States,310M200US42540,42540,"United States - In metropolitan statistical area - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563630,563655,563913,564134,561838,559679
0100000US,,United States,310M200US42660,42660,"United States - In metropolitan statistical area - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439815,3448234,3498020,3553831,3613621,3671478
0100000US,,United States,310M200US42680,42680,"United States - In metropolitan statistical area - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138235,138973,140608,142021,144755
0100000US,,United States,310M200US42700,42700,"United States - In metropolitan statistical area - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98703,98360,98087,97919,98236
0100000US,,United States,310M200US43100,43100,"United States - In metropolitan statistical area - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115507,115418,115312,114952,114868,115290
0100000US,,United States,310M200US43300,43300,"United States - In metropolitan statistical area - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120877,121086,121283,121631,122343,123534
0100000US,,United States,310M200US43340,43340,"United States - In metropolitan statistical area - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441161,445021,448379,446825,445142
0100000US,,United States,310M200US43420,43420,"United States - In metropolitan statistical area - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131357,131868,133058,131919,129744,127448
0100000US,,United States,310M200US43580,43580,"United States - In metropolitan statistical area - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168793,168940,168796,168785,168806
0100000US,,United States,310M200US43620,43620,"United States - In metropolitan statistical area - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228264,229099,232650,237748,243622,248351
0100000US,,United States,310M200US43780,43780,"United States - In metropolitan statistical area - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319215,318981,319222,318625,318532,319226
0100000US,,United States,310M200US43900,43900,"United States - In metropolitan statistical area - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313268,313676,314747,316643,318800,321418
0100000US,,United States,310M200US44060,44060,"United States - In metropolitan statistical area - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",527753,527753,528493,529837,532312,535684,540953
0100000US,,United States,310M200US44100,44100,"United States - In metropolitan statistical area - Springfield, IL Metro Area","Springfield, IL Metro Area",210170,210170,210526,211634,211956,211645,211567
0100000US,,United States,310M200US44140,44140,"United States - In metropolitan statistical area - Springfield, MA Metro Area","Springfield, MA Metro Area",621570,621705,623426,626075,626890,628384,629100
0100000US,,United States,310M200US44180,44180,"United States - In metropolitan statistical area - Springfield, MO Metro Area","Springfield, MO Metro Area",436712,436712,437444,440365,444681,448852,452297
0100000US,,United States,310M200US44220,44220,"United States - In metropolitan statistical area - Springfield, OH Metro Area","Springfield, OH Metro Area",138333,138333,138227,137738,137194,136803,136554
0100000US,,United States,310M200US44300,44300,"United States - In metropolitan statistical area - State College, PA Metro Area","State College, PA Metro Area",153990,153981,154182,154847,155582,157847,158742
0100000US,,United States,310M200US44420,44420,"United States - In metropolitan statistical area - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",118502,118502,118378,118904,118629,119403,119766
0100000US,,United States,310M200US44700,44700,"United States - In metropolitan statistical area - Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",685306,685308,687513,695479,701635,705027,715597
0100000US,,United States,310M200US44940,44940,"United States - In metropolitan statistical area - Sumter, SC Metro Area","Sumter, SC Metro Area",107456,107463,107581,107350,108060,108002,107919
0100000US,,United States,310M200US45060,45060,"United States - In metropolitan statistical area - Syracuse, NY Metro Area","Syracuse, NY Metro Area",662577,662578,662976,662609,661256,662861,661478
0100000US,,United States,310M200US45220,45220,"United States - In metropolitan statistical area - Tallahassee, FL Metro Area","Tallahassee, FL Metro Area",367413,368770,369475,371156,375523,373583,375751
0100000US,,United States,310M200US45300,45300,"United States - In metropolitan statistical area - Tampa-St. Petersburg-Clearwater, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783514,2789334,2829104,2848003,2874154,2915582
0100000US,,United States,310M200US45460,45460,"United States - In metropolitan statistical area - Terre Haute, IN Metro Area","Terre Haute, IN Metro Area",172425,172422,172314,172581,172626,172201,171480
0100000US,,United States,310M200US45500,45500,"United States - In metropolitan statistical area - Texarkana, TX-AR Metro Area","Texarkana, TX-AR Metro Area",149198,149195,149315,149561,149610,149563,149235
0100000US,,United States,310M200US45540,45540,"United States - In metropolitan statistical area - The Villages, FL Metro Area","The Villages, FL Metro Area",93420,93420,94287,98598,102823,108483,114350
0100000US,,United States,310M200US45780,45780,"United States - In metropolitan statistical area - Toledo, OH Metro Area","Toledo, OH Metro Area",610001,610001,610201,609596,608551,608430,607456
0100000US,,United States,310M200US45820,45820,"United States - In metropolitan statistical area - Topeka, KS Metro Area","Topeka, KS Metro Area",233870,233868,234209,234671,234444,233894,233758
0100000US,,United States,310M200US45940,45940,"United States - In metropolitan statistical area - Trenton, NJ Metro Area","Trenton, NJ Metro Area",366513,367508,368043,367941,369057,371052,371537
0100000US,,United States,310M200US46060,46060,"United States - In metropolitan statistical area - Tucson, AZ Metro Area","Tucson, AZ Metro Area",980263,980263,981935,988125,993094,998050,1004516
0100000US,,United States,310M200US46140,46140,"United States - In metropolitan statistical area - Tulsa, OK Metro Area","Tulsa, OK Metro Area",937478,937528,939858,945927,952836,962424,969224
0100000US,,United States,310M200US46220,46220,"United States - In metropolitan statistical area - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",230162,230159,230489,231400,233377,235438,237761
0100000US,,United States,310M200US46340,46340,"United States - In metropolitan statistical area - Tyler, TX Metro Area","Tyler, TX Metro Area",209714,209714,210455,212765,214941,216670,218842
0100000US,,United States,310M200US46520,46520,"United States - In metropolitan statistical area - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",953207,953207,956336,966559,976746,987019,991788
0100000US,,United States,310M200US46540,46540,"United States - In metropolitan statistical area - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",299397,299382,299301,298846,298553,298047,296615
0100000US,,United States,310M200US46660,46660,"United States - In metropolitan statistical area - Valdosta, GA Metro Area","Valdosta, GA Metro Area",139588,139665,140104,142414,144614,142828,143317
0100000US,,United States,310M200US46700,46700,"United States - In metropolitan statistical area - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",413344,413344,414101,416945,420724,425219,431131
0100000US,,United States,310M200US47020,47020,"United States - In metropolitan statistical area - Victoria, TX Metro Area","Victoria, TX Metro Area",94003,94003,94070,94650,96614,97592,98630
0100000US,,United States,310M200US47220,47220,"United States - In metropolitan statistical area - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",156898,156898,157200,157607,157794,157153,157389
0100000US,,United States,310M200US47260,47260,"United States - In metropolitan statistical area - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676817,1680110,1686982,1698391,1707385,1716624
0100000US,,United States,310M200US47300,47300,"United States - In metropolitan statistical area - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",442179,442182,443292,447824,451499,454725,458198
0100000US,,United States,310M200US47380,47380,"United States - In metropolitan statistical area - Waco, TX Metro Area","Waco, TX Metro Area",252772,252772,253837,255729,257111,259099,260430
0100000US,,United States,310M200US47460,47460,"United States - In metropolitan statistical area - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",62859,62859,63029,63545,63459,63673,63829
0100000US,,United States,310M200US47580,47580,"United States - In metropolitan statistical area - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",179605,179605,180412,183589,185390,186355,187516
0100000US,,United States,310M200US47900,47900,"United States - In metropolitan statistical area - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636406,5665931,5777721,5873480,5967176,6033737
0100000US,,United States,310M200US47940,47940,"United States - In metropolitan statistical area - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",167819,167819,167888,168250,168547,169479,169993
0100000US,,United States,310M200US48060,48060,"United States - In metropolitan statistical area - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",116229,116229,116595,118273,120916,119536,119103
0100000US,,United States,310M200US48140,48140,"United States - In metropolitan statistical area - Wausau, WI Metro Area","Wausau, WI Metro Area",134063,134063,134065,134531,134689,135365,135780
0100000US,,United States,310M200US48260,48260,"United States - In metropolitan statistical area - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",124454,124454,124266,123324,122466,121942,121336
0100000US,,United States,310M200US48300,48300,"United States - In metropolitan statistical area - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",110884,110887,111261,112091,112995,113496,114392
0100000US,,United States,310M200US48540,48540,"United States - In metropolitan statistical area - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",147950,147950,147829,147075,146364,145853,145205
0100000US,,United States,310M200US48620,48620,"United States - In metropolitan statistical area - Wichita, KS Metro Area","Wichita, KS Metro Area",630919,630919,631936,633266,635942,638259,641076
0100000US,,United States,310M200US48660,48660,"United States - In metropolitan statistical area - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",151306,151476,151628,150332,150986,151529,151536
0100000US,,United States,310M200US48700,48700,"United States - In metropolitan statistical area - Williamsport, PA Metro Area","Williamsport, PA Metro Area",116111,116108,116173,116669,117296,116732,116508
0100000US,,United States,310M200US48900,48900,"United States - In metropolitan statistical area - Wilmington, NC Metro Area","Wilmington, NC Metro Area",254884,254884,255734,259334,263101,268301,272548
0100000US,,United States,310M200US49020,49020,"United States - In metropolitan statistical area - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",128472,128473,128726,130047,131017,132221,133403
0100000US,,United States,310M200US49180,49180,"United States - In metropolitan statistical area - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",640595,640577,641351,644651,647687,651520,655015
0100000US,,United States,310M200US49340,49340,"United States - In metropolitan statistical area - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",916980,916976,918791,922224,924072,928050,930473
0100000US,,United States,310M200US49420,49420,"United States - In metropolitan statistical area - Yakima, WA Metro Area","Yakima, WA Metro Area",243231,243231,244146,246159,246721,247297,247687
0100000US,,United States,310M200US49620,49620,"United States - In metropolitan statistical area - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",434972,435002,435543,436868,437699,439393,440755
0100000US,,United States,310M200US49660,49660,"United States - In metropolitan statistical area - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565804,564874,562487,558973,556129,553263
0100000US,,United States,310M200US49700,49700,"United States - In metropolitan statistical area - Yuba City, CA Metro Area","Yuba City, CA Metro Area",166892,166892,167204,167350,167614,168648,169813
0100000US,,United States,310M200US49740,49740,"United States - In metropolitan statistical area - Yuma, AZ Metro Area","Yuma, AZ Metro Area",195751,195750,197105,202617,202264,202033,203247
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,3725789,3726157,3721527,3686771,3642281,3595839,3548397
0100000US,,United States,04000C0US72,72,Puerto Rico - In metropolitan statistical area,In metropolitan statistical area,3567524,3567892,3563239,3529221,3486013,3440754,3394621
0100000US,,United States,310M200US10380,10380,"Puerto Rico - In metropolitan statistical area - Aguadilla-Isabela, PR Metro Area","Aguadilla-Isabela, PR Metro Area",339441,339465,338958,335805,331413,326915,322641
0100000US,,United States,310M200US11640,11640,"Puerto Rico - In metropolitan statistical area - Arecibo, PR Metro Area","Arecibo, PR Metro Area",199471,199471,199253,197729,195821,194079,191864
0100000US,,United States,310M200US25020,25020,"Puerto Rico - In metropolitan statistical area - Guayama, PR Metro Area","Guayama, PR Metro Area",84214,84214,84107,83045,82134,81543,80581
0100000US,,United States,310M200US32420,32420,"Puerto Rico - In metropolitan statistical area - Mayagez, PR Metro Area","Mayagez, PR Metro Area",106330,106330,106033,104419,102516,100611,98661
0100000US,,United States,310M200US38660,38660,"Puerto Rico - In metropolitan statistical area - Ponce, PR Metro Area","Ponce, PR Metro Area",350480,350480,349506,344276,338036,331842,325929
0100000US,,United States,310M200US41900,41900,"Puerto Rico - In metropolitan statistical area - San Germn, PR Metro Area","San Germn, PR Metro Area",137462,137626,137549,136622,135399,133968,132660
0100000US,,United States,310M200US41980,41980,"Puerto Rico - In metropolitan statistical area - San Juan-Carolina-Caguas, PR Metro Area","San Juan-Carolina-Caguas, PR Metro Area",2350126,2350306,2347833,2327325,2300694,2271796,2242285
